Date,Open,High,Low,Close,Adj Close,Volume
2019-11-04,32.240002,32.500000,32.099998,32.400002,32.224075,54228600
2019-11-05,32.509998,33.090000,32.500000,32.820000,32.641792,68785600
2019-11-06,32.759998,33.060001,32.669998,32.790001,32.611958,47524500
2019-11-07,33.110001,33.599998,33.009998,33.230000,33.049564,68310700
2019-11-08,33.070000,33.270000,32.930000,33.259998,33.079403,38724000
2019-11-11,33.029999,33.250000,32.970001,33.180000,32.999836,27784000
2019-11-12,33.130001,33.320000,32.990002,33.090000,32.910324,37282200
2019-11-13,32.720001,32.889999,32.480000,32.790001,32.611958,48887800
2019-11-14,32.689999,32.860001,32.490002,32.700001,32.522446,35554600
2019-11-15,32.919998,32.959999,32.700001,32.930000,32.751194,36398300
2019-11-18,32.860001,33.029999,32.750000,32.959999,32.781033,31133700
2019-11-19,33.119999,33.150002,32.820000,32.939999,32.761139,33183700
2019-11-20,32.790001,32.830002,32.419998,32.689999,32.512497,43612200
2019-11-21,32.779999,33.040001,32.630001,32.840000,32.661682,42787600
2019-11-22,32.959999,33.320000,32.939999,33.180000,32.999836,38783900
2019-11-25,33.330002,33.509998,33.259998,33.470001,33.288265,50238800
2019-11-26,33.380001,33.400002,33.119999,33.349998,33.168911,50626600
2019-11-27,33.490002,33.599998,33.310001,33.419998,33.238533,32097700
2019-11-29,33.369999,33.520000,33.240002,33.320000,33.139076,19503400
2019-12-02,33.450001,33.750000,33.340000,33.430000,33.248482,47158800
2019-12-03,32.869999,32.900002,32.549999,32.840000,32.661682,58745100
2019-12-04,33.080002,33.299999,32.849998,33.150002,32.970001,46637900
2019-12-05,33.160000,33.220001,33.000000,33.090000,33.090000,38304500
2019-12-06,33.680000,33.799999,33.570000,33.669998,33.669998,50908500
