Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,59.500000,59.750000,57.689999,58.160000,55.798256,27800800
2018-12-04,58.099998,59.400002,57.959999,58.090000,55.731098,21727400
2018-12-06,58.180000,58.639999,57.160000,58.080002,55.721504,26880400
2018-12-07,57.910000,58.430000,57.340000,57.680000,55.337746,16948100
2018-12-10,57.799999,58.369999,56.869999,58.270000,55.903790,16603400
2018-12-11,58.770000,59.400002,58.639999,58.849998,56.460232,14991400
2018-12-12,57.790001,58.189999,57.230000,57.250000,54.925205,18892200
2018-12-13,57.000000,57.500000,56.810001,57.090000,54.771702,15454700
2018-12-14,56.950001,57.500000,56.750000,57.080002,54.762115,13960900
2018-12-17,57.060001,57.310001,55.529999,55.950001,53.677998,18902500
2018-12-18,55.939999,56.689999,55.310001,55.650002,53.390179,18895800
2018-12-19,55.720001,56.919998,55.500000,55.860001,53.591652,20968400
2018-12-20,55.919998,56.009998,54.259998,55.070000,52.833729,26897000
2018-12-21,54.840000,56.529999,54.240002,54.919998,52.689823,55406300
2018-12-24,54.680000,55.040001,52.939999,53.049999,50.895760,15077200
2018-12-26,53.230000,54.470001,52.400002,54.439999,52.229313,17970500
2018-12-27,54.310001,55.169998,53.349998,55.150002,52.910488,17531000
2018-12-28,55.369999,55.860001,54.900002,55.270000,53.025608,14771600
2018-12-31,55.529999,56.230000,55.070000,56.220001,53.937035,15331800
2019-01-02,56.160000,56.160000,55.279999,56.020000,53.745155,13969700
2019-01-03,56.299999,56.990002,56.060001,56.220001,53.937035,19245400
2019-01-04,56.490002,56.889999,55.950001,56.360001,54.071350,17035800
2019-01-07,56.759998,57.259998,56.549999,56.720001,54.416729,16349000
2019-01-08,57.270000,58.689999,57.049999,58.380001,56.009323,21424600
2019-01-09,57.680000,57.720001,56.849998,57.049999,55.304565,18136000
2019-01-10,57.290001,57.700001,56.869999,57.599998,55.837734,14259900
2019-01-11,57.840000,58.259998,57.419998,58.020000,56.244888,15801500
2019-01-14,57.830002,58.150002,57.680000,58.029999,56.254581,11342300
2019-01-15,57.740002,58.290001,57.580002,58.099998,56.322433,10058000
2019-01-16,57.930000,57.930000,57.000000,57.080002,55.333649,13411700
2019-01-17,57.160000,57.400002,56.209999,56.830002,55.091293,15223900
2019-01-18,56.919998,57.470001,56.840000,57.090000,55.343338,16802500
2019-01-22,57.230000,57.389999,56.400002,56.990002,55.246399,18284800
2019-01-23,56.980000,57.869999,56.930000,57.759998,55.992840,15109000
2019-01-24,57.610001,57.650002,56.500000,57.070000,55.323952,12494100
2019-01-25,57.180000,57.470001,56.230000,56.400002,54.674450,17800300
2019-01-28,56.119999,56.220001,54.799999,55.070000,53.385139,25955700
2019-01-29,53.619999,54.299999,52.970001,53.279999,51.649906,33789200
2019-01-30,53.099998,54.020000,52.279999,54.000000,52.347878,27260000
2019-01-31,54.049999,55.189999,53.529999,55.060001,53.375450,28585400
2019-02-01,55.209999,55.299999,54.470001,54.549999,52.881050,13778000
2019-02-04,54.599998,54.689999,53.669998,54.040001,52.386658,15818900
2019-02-05,54.099998,54.340000,53.610001,54.139999,52.483593,14124600
2019-02-06,54.110001,54.369999,53.680000,53.790001,52.144302,11391400
2019-02-07,53.610001,53.730000,53.020000,53.570000,51.931030,12436200
2019-02-08,53.360001,53.959999,53.299999,53.950001,52.299408,12011700
2019-02-11,54.130001,54.369999,53.860001,54.049999,52.396347,9802800
2019-02-12,54.450001,54.770000,54.189999,54.419998,52.755028,11227600
2019-02-13,54.349998,54.770000,54.279999,54.480000,52.813190,11884800
2019-02-14,54.380001,54.520000,53.950001,54.029999,52.376957,11190100
2019-02-15,54.480000,55.189999,54.320000,55.160000,53.472385,15719400
2019-02-19,55.060001,55.660000,54.820000,55.439999,53.743820,12272700
2019-02-20,55.369999,55.910000,55.240002,55.759998,54.054031,11379000
2019-02-21,55.549999,56.720001,55.459999,56.150002,54.432098,14680500
2019-02-22,56.430000,57.130001,56.400002,56.919998,55.178535,12534300
2019-02-25,57.000000,57.270000,56.549999,56.779999,55.042820,15051200
2019-02-26,56.820000,57.090000,56.459999,56.639999,54.907108,12005600
2019-02-27,56.549999,56.730000,56.349998,56.720001,54.984661,8962800
2019-02-28,56.740002,57.610001,56.720001,56.919998,55.178535,15743000
2019-03-01,57.020000,57.150002,56.349998,56.959999,55.217316,10942700
2019-03-04,57.150002,57.349998,55.660000,56.240002,54.519344,13674400
2019-03-05,56.090000,56.169998,55.509998,56.080002,54.364239,15749500
2019-03-06,56.189999,56.419998,55.450001,55.680000,53.976475,13935500
2019-03-07,55.759998,56.400002,55.720001,56.299999,54.577507,12644200
2019-03-08,56.360001,56.680000,56.000000,56.529999,54.800472,10617300
2019-03-11,56.759998,57.619999,56.750000,57.580002,55.818348,13627400
2019-03-12,57.630001,58.110001,57.360001,57.430000,55.672939,12813000
2019-03-13,57.369999,57.740002,57.340000,57.660000,55.895901,14168300
2019-03-14,57.709999,58.090000,57.509998,57.950001,56.177029,12148300
2019-03-15,58.040001,58.509998,57.930000,58.389999,56.603565,23715300
2019-03-18,58.270000,58.320000,57.560001,58.070000,56.293354,12168100
2019-03-19,58.099998,58.200001,57.310001,57.500000,55.740799,13462700
2019-03-20,57.509998,58.060001,57.110001,57.669998,55.905594,11902900
