Date,Open,High,Low,Close,Adj Close,Volume
2009-10-19,37.659718,38.570610,37.431995,38.470982,31.155861,5944700
2009-10-20,38.798332,38.983360,37.702415,38.172096,30.913813,7879300
2009-10-21,37.545856,38.499447,35.695606,36.293377,29.392328,17370400
2009-10-22,36.250679,37.844742,34.571220,37.659718,30.498850,14486200
2009-10-23,37.787811,37.787811,35.738304,35.795235,28.988901,7862300
2009-10-26,35.880630,37.218502,34.983971,35.425182,28.689219,7994300
2009-10-27,35.396717,36.165283,35.168995,35.368252,28.643112,6835200
2009-10-28,35.240158,35.524815,33.944984,34.585453,28.009155,9416100
2009-10-29,35.225925,36.321842,34.870110,35.937561,29.104174,8367000
2009-10-30,35.724072,35.909096,33.332977,33.418373,27.063990,12182900
2009-11-02,33.802658,34.699318,33.048325,33.902287,27.455891,8563300
2009-11-03,33.133720,34.172707,32.934464,33.973450,27.513523,6557900
2009-11-04,34.201172,34.699318,33.304512,33.688793,27.282991,8342700
2009-11-05,34.215405,35.467880,34.016148,35.439415,28.700747,7044300
2009-11-06,34.969738,35.695606,34.727783,35.297089,28.585470,7436900
2009-11-09,35.681374,36.905384,35.496349,36.876919,29.864914,7438500
2009-11-10,36.464172,37.133106,36.293377,36.948082,29.922556,6298200
2009-11-11,37.261204,38.229027,37.090408,38.015533,30.787016,7684000
2009-11-12,40.136208,41.104031,39.709225,40.705513,32.965500,16305100
2009-11-13,40.677048,41.331753,40.079277,40.520489,32.815674,9634500
2009-11-16,40.862076,41.274822,40.449326,41.089798,33.276726,7027900
2009-11-17,40.876308,41.986458,40.677048,41.872597,33.910675,7287200
2009-11-18,41.744503,41.986458,40.847843,41.075565,33.265190,6101400
2009-11-19,40.705513,40.890541,39.253780,39.965416,32.366127,8071300
2009-11-20,39.609596,40.363930,39.453037,39.751923,32.193230,6566900
2009-11-23,40.250069,40.933239,39.538433,39.808853,32.239361,6596000
2009-11-24,39.453037,40.136208,39.011826,39.823086,32.250877,5857800
2009-11-25,39.894253,40.705513,39.638062,40.591652,32.873302,4495600
2009-11-27,38.841030,39.993881,38.499447,39.225315,31.766775,3301200
2009-11-30,39.339176,39.851555,38.784100,39.538433,32.020344,6953500
2009-12-01,40.121975,40.306999,39.638062,39.965416,32.366127,5141600
2009-12-02,40.150440,40.776680,39.922718,40.548954,32.838715,4851700
2009-12-03,40.563187,40.648582,39.268013,39.339176,31.858986,4874900
2009-12-04,40.363930,40.776680,38.670238,39.111454,31.674551,7422100
