Date,Open,High,Low,Close,Adj Close,Volume
2016-10-18,61.680000,61.790001,61.080002,61.290001,57.500702,1180300
2016-10-19,61.450001,62.169998,61.040001,61.970001,58.138657,950900
2016-10-20,61.900002,62.150002,61.540001,62.049999,58.213703,831400
2016-10-21,61.549999,62.040001,61.070000,61.779999,57.960403,933600
2016-10-24,62.320000,62.880001,62.320000,62.820000,58.936100,1220800
2016-10-25,62.820000,62.820000,61.299999,61.900002,58.072987,1486900
2016-10-26,61.730000,63.270000,61.540001,62.790001,58.907959,1263100
2016-10-27,62.910000,63.200001,62.029999,62.139999,58.298145,1022800
2016-10-28,62.259998,62.860001,62.049999,62.360001,58.504543,931000
2016-10-31,62.639999,62.959999,62.250000,62.869999,58.983009,1517300
2016-11-01,63.049999,63.500000,62.540001,63.290001,59.377041,2895700
2016-11-02,64.239998,65.470001,62.869999,62.919998,59.029915,2704300
2016-11-03,62.919998,63.439999,62.290001,62.410000,58.551453,1476600
2016-11-04,62.410000,63.119999,62.220001,62.630001,58.757854,808700
2016-11-07,63.380001,64.739998,63.320000,64.709999,60.709255,1194700
2016-11-08,64.500000,65.610001,64.459999,65.349998,61.309681,1133900
2016-11-09,64.320000,66.239998,63.430000,65.949997,61.872593,1829800
2016-11-10,66.370003,67.440002,66.110001,66.769997,62.641891,1678200
2016-11-11,66.410004,67.010002,66.129997,66.900002,62.763851,1428600
2016-11-14,67.099998,67.500000,66.449997,66.739998,62.613743,2098300
2016-11-15,66.870003,67.430000,66.470001,67.250000,63.092213,1705100
2016-11-16,66.900002,67.349998,66.480003,66.820000,62.688812,1360200
2016-11-17,66.809998,67.300003,66.459999,67.169998,63.017151,1170200
2016-11-18,67.070000,67.080002,66.510002,66.669998,62.548069,1077300
2016-11-21,67.000000,67.309998,66.540001,66.750000,62.623135,1092400
2016-11-22,66.169998,67.000000,66.139999,66.919998,63.132561,1258100
2016-11-23,66.809998,67.370003,66.669998,67.349998,63.538231,1111600
2016-11-25,67.660004,68.000000,67.330002,68.000000,64.151436,434500
2016-11-28,67.629997,68.139999,67.599998,67.699997,63.868427,1123500
2016-11-29,67.639999,67.930000,67.129997,67.220001,63.415588,1355500
2016-11-30,67.830002,69.400002,67.339996,67.639999,63.811810,1780300
2016-12-01,67.519997,67.879997,66.529999,66.849998,63.066517,1555200
2016-12-02,66.980003,67.690002,66.879997,67.580002,63.755211,923800
2016-12-05,68.160004,69.639999,67.900002,69.389999,65.462761,2999200
2016-12-06,69.589996,69.879997,68.750000,69.040001,65.132584,3723500
2016-12-07,69.050003,70.550003,68.849998,70.459999,66.472206,1732900
2016-12-08,70.410004,70.739998,70.209999,70.599998,66.604286,1192100
2016-12-09,70.739998,70.980003,70.290001,70.750000,66.745789,819200
2016-12-12,70.739998,71.230003,70.500000,70.870003,66.859009,967900
2016-12-13,71.180000,71.820000,70.910004,71.599998,67.547699,1281700
2016-12-14,71.440002,71.870003,70.500000,70.620003,66.623169,1074600
2016-12-15,70.480003,71.080002,69.980003,70.690002,66.689201,954100
2016-12-16,70.860001,70.889999,69.660004,69.739998,65.792969,1954100
2016-12-19,69.980003,70.580002,69.820000,70.440002,66.453339,1099400
2016-12-20,70.739998,70.970001,70.120003,70.830002,66.821281,756400
2016-12-21,70.870003,71.209999,70.650002,70.660004,66.660904,633600
2016-12-22,70.589996,70.760002,69.970001,70.599998,66.604286,979500
2016-12-23,70.720001,70.790001,70.320000,70.620003,66.623169,506200
2016-12-27,70.839996,71.029999,70.379997,70.550003,66.557129,886600
2016-12-28,70.750000,70.779999,69.889999,70.000000,66.038239,889000
2016-12-29,69.989998,70.440002,69.690002,70.050003,66.085419,566300
2016-12-30,70.269997,70.519997,69.000000,69.279999,65.359001,1145800
2017-01-03,69.599998,69.900002,68.459999,68.959999,65.057106,1941400
2017-01-04,67.800003,69.139999,67.709999,68.669998,64.783508,2208900
2017-01-05,68.720001,68.970001,67.760002,67.839996,64.000496,1491300
2017-01-06,68.110001,68.610001,67.720001,68.300003,64.434464,1178500
2017-01-09,68.260002,68.389999,66.199997,67.309998,63.500488,2795500
2017-01-10,67.470001,68.000000,67.459999,67.599998,63.774082,1258800
2017-01-11,67.510002,68.529999,67.470001,68.519997,64.642014,2437500
2017-01-12,68.660004,69.209999,67.800003,69.150002,65.236351,1582300
2017-01-13,69.129997,69.849998,69.129997,69.610001,65.670319,931300
2017-01-17,69.099998,69.779999,68.820000,69.129997,65.217484,1224900
2017-01-18,69.410004,69.970001,69.220001,69.820000,65.868446,1129800
2017-01-19,69.820000,70.330002,69.300003,69.599998,65.660881,1050200
2017-01-20,69.839996,70.260002,69.410004,69.919998,65.962784,1528400
2017-01-23,69.720001,70.680000,69.430000,70.519997,66.528809,2798400
2017-01-24,70.779999,72.709999,70.580002,71.680000,67.623154,3670900
2017-01-25,74.180000,76.459999,74.180000,75.169998,70.915642,2854500
2017-01-26,75.290001,75.550003,74.589996,74.730003,70.500565,2554200
2017-01-27,74.129997,74.930000,74.010002,74.500000,70.283569,1379900
2017-01-30,74.120003,74.290001,72.720001,74.260002,70.057144,1312400
2017-01-31,74.260002,74.440002,73.440002,74.349998,70.142059,1455300
2017-02-01,74.910004,75.129997,73.650002,74.620003,70.396790,1613900
2017-02-02,74.300003,74.680000,73.900002,74.510002,70.292992,1333100
2017-02-03,74.650002,75.480003,74.650002,75.379997,71.113754,1637000
2017-02-06,75.290001,75.699997,74.940002,75.510002,71.236404,1860600
2017-02-07,75.949997,76.489998,75.620003,75.709999,71.425087,2229400
2017-02-08,75.410004,75.610001,74.730003,74.879997,70.642059,1654700
2017-02-09,75.209999,75.690002,75.139999,75.309998,71.047729,2247200
2017-02-10,75.459999,75.769997,74.889999,75.110001,70.859047,1914500
2017-02-13,75.290001,75.760002,75.220001,75.440002,71.170372,1268700
2017-02-14,75.199997,75.470001,74.980003,75.419998,71.151505,1302000
2017-02-15,75.510002,76.139999,75.250000,75.580002,71.302452,1553900
2017-02-16,75.629997,76.000000,74.910004,75.230003,70.972252,1461300
2017-02-17,75.029999,75.209999,74.470001,75.209999,70.953392,1547600
2017-02-21,75.500000,75.879997,75.330002,75.730003,71.443939,1386300
2017-02-22,75.379997,75.550003,74.739998,75.269997,71.358620,1780100
2017-02-23,75.459999,75.559998,73.959999,74.209999,70.353706,2011100
2017-02-24,74.000000,74.300003,73.639999,74.300003,70.439041,2099000
2017-02-27,74.300003,74.830002,74.120003,74.790001,70.903564,1112200
2017-02-28,74.739998,74.860001,74.169998,74.470001,70.600197,1958500
2017-03-01,74.680000,76.300003,74.680000,76.129997,72.173927,1825500
2017-03-02,76.000000,76.269997,75.360001,75.529999,71.605125,1210600
2017-03-03,75.559998,75.599998,75.070000,75.519997,71.595619,1362400
2017-03-06,74.739998,74.790001,73.480003,74.160004,70.306313,2120400
2017-03-07,74.379997,74.589996,73.639999,74.360001,70.495911,1553400
2017-03-08,74.459999,74.809998,74.300003,74.550003,70.676048,1073100
2017-03-09,74.389999,74.779999,74.000000,74.290001,70.429550,1091700
2017-03-10,74.120003,75.110001,74.120003,74.610001,70.732918,1427900
2017-03-13,74.639999,75.330002,74.449997,75.139999,71.235397,2137600
2017-03-14,74.800003,74.959999,74.089996,74.830002,70.941490,903900
